fecha_index2,fecha,anio,dia,mes,semana_del_mes,quincena,dia_especial,prediccion
2021-12-28,2021-12-28,2021,Tuesday,12,4,0,0,87.52480716017855
2021-12-29,2021-12-29,2021,Wednesday,12,5,0,0,83.02374823176952
2021-12-30,2021-12-30,2021,Thursday,12,5,1,0,80.4727711489635
2021-12-31,2021-12-31,2021,Friday,12,5,1,0,86.72104005097016
2022-01-01,2022-01-01,2022,Saturday,1,1,0,1,64.14298001070003
2022-01-02,2022-01-02,2022,Sunday,1,1,0,0,41.391644394780904
2022-01-03,2022-01-03,2022,Monday,1,1,0,0,68.35863713374512
2022-01-04,2022-01-04,2022,Tuesday,1,1,0,0,75.39137535981916
2022-01-05,2022-01-05,2022,Wednesday,1,1,0,0,73.25142351369814
2022-01-06,2022-01-06,2022,Thursday,1,1,0,0,71.76616131695461
2022-01-07,2022-01-07,2022,Friday,1,1,0,0,77.33840976286756
2022-01-08,2022-01-08,2022,Saturday,1,2,0,0,68.09788502764921
2022-01-09,2022-01-09,2022,Sunday,1,2,0,0,40.97268381081077
2022-01-10,2022-01-10,2022,Monday,1,2,0,1,63.091720188971465
2022-01-11,2022-01-11,2022,Tuesday,1,2,0,0,74.62827413229112
2022-01-12,2022-01-12,2022,Wednesday,1,2,0,0,72.5099825871373
2022-01-13,2022-01-13,2022,Thursday,1,2,0,0,71.039754011947
2022-01-14,2022-01-14,2022,Friday,1,2,0,0,76.5556009184415
2022-01-15,2022-01-15,2022,Saturday,1,3,1,0,69.36802107429907
2022-01-16,2022-01-16,2022,Sunday,1,3,0,0,42.18685216892671
2022-01-17,2022-01-17,2022,Monday,1,3,0,0,69.67192923589752
2022-01-18,2022-01-18,2022,Tuesday,1,3,0,0,76.83977898490521
2022-01-19,2022-01-19,2022,Wednesday,1,3,0,0,74.65871482326216
2022-01-20,2022-01-20,2022,Thursday,1,3,0,0,73.14491807412854
2022-01-21,2022-01-21,2022,Friday,1,3,0,0,78.82421941316646
2022-01-22,2022-01-22,2022,Saturday,1,4,0,0,68.39588671913718
2022-01-23,2022-01-23,2022,Sunday,1,4,0,0,41.151983492077896
2022-01-24,2022-01-24,2022,Monday,1,4,0,0,67.96283520505716
2022-01-25,2022-01-25,2022,Tuesday,1,4,0,0,74.95485331922505
2022-01-26,2022-01-26,2022,Wednesday,1,4,0,0,72.82729196395505
2022-01-27,2022-01-27,2022,Thursday,1,4,0,0,71.35062955308683
2022-01-28,2022-01-28,2022,Friday,1,4,0,0,76.8906142387129
2022-01-29,2022-01-29,2022,Saturday,1,5,0,0,66.77390200641204
2022-01-30,2022-01-30,2022,Sunday,1,5,1,0,39.747563900766366
2022-01-31,2022-01-31,2022,Monday,1,5,1,0,65.64342483541036
2022-02-01,2022-02-01,2022,Tuesday,2,1,0,0,91.00214030454494
2022-02-02,2022-02-02,2022,Wednesday,2,1,0,0,88.41908359260351
2022-02-03,2022-02-03,2022,Thursday,2,1,0,0,86.62627853801995
2022-02-04,2022-02-04,2022,Friday,2,1,0,0,93.35233350739263
2022-02-05,2022-02-05,2022,Saturday,2,1,0,0,83.03894683057516
2022-02-06,2022-02-06,2022,Sunday,2,1,0,0,49.962322781250265
2022-02-07,2022-02-07,2022,Monday,2,1,0,0,82.51318214825933
2022-02-08,2022-02-08,2022,Tuesday,2,2,0,0,90.08102904158356
2022-02-09,2022-02-09,2022,Wednesday,2,2,0,0,87.52411767767764
2022-02-10,2022-02-10,2022,Thursday,2,2,0,0,85.74945915154433
2022-02-11,2022-02-11,2022,Friday,2,2,0,0,92.40743390910163
2022-02-12,2022-02-12,2022,Saturday,2,2,0,0,82.19843792678321
2022-02-13,2022-02-13,2022,Sunday,2,2,0,0,49.45661095861061
2022-02-14,2022-02-14,2022,Monday,2,2,0,0,81.67799496293388
2022-02-15,2022-02-15,2022,Tuesday,2,3,1,0,91.7611863924113
2022-02-16,2022-02-16,2022,Wednesday,2,3,0,0,90.1177728735868
2022-02-17,2022-02-17,2022,Thursday,2,3,0,0,88.2905248163688
2022-02-18,2022-02-18,2022,Friday,2,3,0,0,95.1457993729114
2022-02-19,2022-02-19,2022,Saturday,2,3,0,0,84.63427402866249
2022-02-20,2022-02-20,2022,Sunday,2,3,0,0,50.92218866894237
2022-02-21,2022-02-21,2022,Monday,2,3,0,0,84.09840846321285
2022-02-22,2022-02-22,2022,Tuesday,2,4,0,0,90.47523069725128
2022-02-23,2022-02-23,2022,Wednesday,2,4,0,0,87.9071300884647
2022-02-24,2022-02-24,2022,Thursday,2,4,0,0,86.12470551728629
2022-02-25,2022-02-25,2022,Friday,2,4,0,0,92.81181609512392
2022-02-26,2022-02-26,2022,Saturday,2,4,0,0,82.55814474484231
2022-02-27,2022-02-27,2022,Sunday,2,4,0,0,49.67303697117978
2022-02-28,2022-02-28,2022,Monday,2,4,0,0,82.03542428172135
2022-03-01,2022-03-01,2022,Tuesday,3,1,0,0,85.98594553891893
2022-03-02,2022-03-02,2022,Wednesday,3,1,0,0,83.54527136341441
2022-03-03,2022-03-03,2022,Thursday,3,1,0,0,81.85128881235103
2022-03-04,2022-03-04,2022,Friday,3,1,0,0,88.20659204316273
2022-03-05,2022-03-05,2022,Saturday,3,1,0,0,78.46169700940982
2022-03-06,2022-03-06,2022,Sunday,3,1,0,0,47.208313467017575
2022-03-07,2022-03-07,2022,Monday,3,1,0,0,77.96491338224901
2022-03-08,2022-03-08,2022,Tuesday,3,2,0,0,85.11560751579964
2022-03-09,2022-03-09,2022,Wednesday,3,2,0,0,82.6996375116998
2022-03-10,2022-03-10,2022,Thursday,3,2,0,0,81.02280122117297
2022-03-11,2022-03-11,2022,Friday,3,2,0,0,87.31377693874327
2022-03-12,2022-03-12,2022,Saturday,3,2,0,0,77.6675184045488
2022-03-13,2022-03-13,2022,Sunday,3,2,0,0,46.73047735135746
2022-03-14,2022-03-14,2022,Monday,3,2,0,0,77.17576315356357
2022-03-15,2022-03-15,2022,Tuesday,3,3,1,0,86.70315169862445
2022-03-16,2022-03-16,2022,Wednesday,3,3,0,0,85.15032596447503
2022-03-17,2022-03-17,2022,Thursday,3,3,0,0,83.42379896842596
2022-03-18,2022-03-18,2022,Friday,3,3,0,0,89.90119898012401
2022-03-19,2022-03-19,2022,Saturday,3,3,0,0,79.9690870236713
2022-03-20,2022-03-20,2022,Sunday,3,3,0,0,48.11526989318017
2022-03-21,2022-03-21,2022,Monday,3,3,0,1,74.0902196920865
2022-03-22,2022-03-22,2022,Tuesday,3,4,0,0,85.48808009701763
2022-03-23,2022-03-23,2022,Wednesday,3,4,0,0,83.06153761849346
2022-03-24,2022-03-24,2022,Thursday,3,4,0,0,81.37736336070489
2022-03-25,2022-03-25,2022,Friday,3,4,0,0,87.69586888194215
2022-03-26,2022-03-26,2022,Saturday,3,4,0,0,78.00739756304
2022-03-27,2022-03-27,2022,Sunday,3,4,0,0,46.93497358922285
2022-03-28,2022-03-28,2022,Monday,3,4,0,0,77.513490352467
2022-03-29,2022-03-29,2022,Tuesday,3,5,0,0,83.46075995118798
2022-03-30,2022-03-30,2022,Wednesday,3,5,1,0,80.22684434694487
2022-03-31,2022-03-31,2022,Thursday,3,5,1,0,78.60014696200925
2022-04-01,2022-04-01,2022,Friday,4,1,0,0,92.99065167362414
2022-04-02,2022-04-02,2022,Saturday,4,1,0,0,82.71722291178833
2022-04-03,2022-04-03,2022,Sunday,4,1,0,0,49.76875006759738
2022-04-04,2022-04-04,2022,Monday,4,1,0,0,82.19349523837516
2022-04-05,2022-04-05,2022,Tuesday,4,1,0,0,90.64956399771273
2022-04-06,2022-04-06,2022,Wednesday,4,1,0,0,88.07651501298278
2022-04-07,2022-04-07,2022,Thursday,4,1,0,0,86.29065595530551
2022-04-08,2022-04-08,2022,Friday,4,2,0,0,92.04941296956682
2022-04-09,2022-04-09,2022,Saturday,4,2,0,0,81.87997045365982
2022-04-10,2022-04-10,2022,Sunday,4,2,0,0,49.26499756158644
2022-04-11,2022-04-11,2022,Monday,4,2,0,0,81.36154388038662
2022-04-12,2022-04-12,2022,Tuesday,4,2,0,0,89.73202146408224
2022-04-13,2022-04-13,2022,Wednesday,4,2,0,0,87.18501653053673
2022-04-14,2022-04-14,2022,Thursday,4,2,0,1,79.64210740192487
2022-04-15,2022-04-15,2022,Friday,4,3,1,1,87.4266717379478
2022-04-16,2022-04-16,2022,Saturday,4,3,0,0,84.3063692159999
2022-04-17,2022-04-17,2022,Sunday,4,3,0,0,50.724897076056486
2022-04-18,2022-04-18,2022,Monday,4,3,0,0,83.77257979404972
2022-04-19,2022-04-19,2022,Tuesday,4,3,0,0,92.39110481030723
2022-04-20,2022-04-20,2022,Wednesday,4,3,0,0,89.76862293674588
2022-04-21,2022-04-21,2022,Thursday,4,3,0,0,87.9484543215007
2022-04-22,2022-04-22,2022,Friday,4,4,0,0,92.4522284278482
2022-04-23,2022-04-23,2022,Saturday,4,4,0,0,82.23828363305252
2022-04-24,2022-04-24,2022,Sunday,4,4,0,0,49.480585058885985
2022-04-25,2022-04-25,2022,Monday,4,4,0,0,81.71758838439116
2022-04-26,2022-04-26,2022,Tuesday,4,4,0,0,90.12469583518896
2022-04-27,2022-04-27,2022,Wednesday,4,4,0,0,87.56654500807986
2022-04-28,2022-04-28,2022,Thursday,4,4,0,0,85.79102621593495
2022-04-29,2022-04-29,2022,Friday,4,5,0,0,90.25975592167066
2022-04-30,2022-04-30,2022,Saturday,4,5,1,0,79.43168606741325
2022-05-01,2022-05-01,2022,Sunday,5,1,0,1,45.44851373637476
2022-05-02,2022-05-02,2022,Monday,5,1,0,0,80.50134931082975
2022-05-03,2022-05-03,2022,Tuesday,5,1,0,0,88.78333005660058
2022-05-04,2022-05-04,2022,Wednesday,5,1,0,0,86.26325332166067
2022-05-05,2022-05-05,2022,Thursday,5,1,0,0,84.51416036235712
2022-05-06,2022-05-06,2022,Friday,5,1,0,0,91.07622095045117
2022-05-07,2022-05-07,2022,Saturday,5,1,0,0,81.01429482140698
2022-05-08,2022-05-08,2022,Sunday,5,2,0,0,48.25076200982402
2022-05-09,2022-05-09,2022,Monday,5,2,0,0,79.68652562332478
2022-05-10,2022-05-10,2022,Tuesday,5,2,0,0,87.88467728860334
2022-05-11,2022-05-11,2022,Wednesday,5,2,0,0,85.39010842695424
2022-05-12,2022-05-12,2022,Thursday,5,2,0,0,83.65871954822933
2022-05-13,2022-05-13,2022,Friday,5,2,0,0,90.15435985328718
2022-05-14,2022-05-14,2022,Saturday,5,2,0,0,80.19427916934495
2022-05-15,2022-05-15,2022,Sunday,5,3,1,0,49.1507170096323
2022-05-16,2022-05-16,2022,Monday,5,3,0,0,82.04792470635259
2022-05-17,2022-05-17,2022,Tuesday,5,3,0,0,90.48901716586806
2022-05-18,2022-05-18,2022,Wednesday,5,3,0,0,87.92052523408421
2022-05-19,2022-05-19,2022,Thursday,5,3,0,0,86.13782905994637
2022-05-20,2022-05-20,2022,Friday,5,3,0,0,92.82595860882621
2022-05-21,2022-05-21,2022,Saturday,5,3,0,0,82.57072482076806
2022-05-22,2022-05-22,2022,Sunday,5,4,0,0,48.46191113271782
2022-05-23,2022-05-23,2022,Monday,5,4,0,0,80.0352401159248
2022-05-24,2022-05-24,2022,Tuesday,5,4,0,0,88.26926753655663
2022-05-25,2022-05-25,2022,Wednesday,5,4,0,0,85.76378224571148
2022-05-26,2022-05-26,2022,Thursday,5,4,0,0,84.02481667331577
2022-05-27,2022-05-27,2022,Friday,5,4,0,0,90.54888241034436
2022-05-28,2022-05-28,2022,Saturday,5,4,0,0,80.54521563132788
2022-05-29,2022-05-29,2022,Sunday,5,5,0,0,47.31265373176479
2022-05-30,2022-05-30,2022,Monday,5,5,1,1,72.07725469614365
2022-05-31,2022-05-31,2022,Tuesday,5,5,1,0,85.25684679472474
2022-06-01,2022-06-01,2022,Wednesday,6,1,0,0,82.52116259427704
2022-06-02,2022-06-02,2022,Thursday,6,1,0,0,80.84794510097221
2022-06-03,2022-06-03,2022,Friday,6,1,0,0,87.12534420073035
2022-06-04,2022-06-04,2022,Saturday,6,1,0,0,77.49990335385748
2022-06-05,2022-06-05,2022,Sunday,6,1,0,0,46.62962783934807
2022-06-06,2022-06-06,2022,Monday,6,1,0,0,77.00920936481307
2022-06-07,2022-06-07,2022,Tuesday,6,1,0,0,84.93191866927208
2022-06-08,2022-06-08,2022,Wednesday,6,2,0,0,81.68589463196452
2022-06-09,2022-06-09,2022,Thursday,6,2,0,0,80.02961321811134
2022-06-10,2022-06-10,2022,Friday,6,2,0,0,86.24347333962632
2022-06-11,2022-06-11,2022,Saturday,6,2,0,0,76.71545989331075
2022-06-12,2022-06-12,2022,Sunday,6,2,0,0,46.15764910075157
2022-06-13,2022-06-13,2022,Monday,6,2,0,0,76.22973264195475
2022-06-14,2022-06-14,2022,Tuesday,6,2,0,0,84.07224936249119
2022-06-15,2022-06-15,2022,Wednesday,6,3,1,0,83.20946910469262
2022-06-16,2022-06-16,2022,Thursday,6,3,0,0,82.40117922365695
2022-06-17,2022-06-17,2022,Friday,6,3,0,0,88.79917842612986
2022-06-18,2022-06-18,2022,Saturday,6,3,0,0,78.98881558587082
2022-06-19,2022-06-19,2022,Sunday,6,3,0,0,47.52546667603972
2022-06-20,2022-06-20,2022,Monday,6,3,0,1,73.18201217231056
2022-06-21,2022-06-21,2022,Tuesday,6,3,0,0,86.56361325368536
2022-06-22,2022-06-22,2022,Wednesday,6,4,0,0,82.04335852032389
2022-06-23,2022-06-23,2022,Thursday,6,4,0,0,80.37982908896315
2022-06-24,2022-06-24,2022,Friday,6,4,0,0,86.62088155024212
2022-06-25,2022-06-25,2022,Saturday,6,4,0,0,77.05117276900728
2022-06-26,2022-06-26,2022,Sunday,6,4,0,0,46.35963859721753
2022-06-27,2022-06-27,2022,Monday,6,4,0,1,71.3868137108886
2022-06-28,2022-06-28,2022,Tuesday,6,4,0,0,84.44015612651253
2022-06-29,2022-06-29,2022,Wednesday,6,5,0,0,80.09772875099219
2022-06-30,2022-06-30,2022,Thursday,6,5,1,0,77.63665616898606
2022-07-01,2022-07-01,2022,Friday,7,1,0,0,90.23104972008777
2022-07-02,2022-07-02,2022,Saturday,7,1,0,0,80.2624964868178
2022-07-03,2022-07-03,2022,Sunday,7,1,0,0,48.29180655295632
2022-07-04,2022-07-04,2022,Monday,7,1,0,1,74.36205937906237
2022-07-05,2022-07-05,2022,Tuesday,7,1,0,0,87.95943644840486
2022-07-06,2022-07-06,2022,Wednesday,7,1,0,0,85.46274558007711
2022-07-07,2022-07-07,2022,Thursday,7,1,0,0,83.72988389423887
2022-07-08,2022-07-08,2022,Friday,7,2,0,0,89.31774333094287
2022-07-09,2022-07-09,2022,Saturday,7,2,0,0,79.45009043504812
2022-07-10,2022-07-10,2022,Sunday,7,2,0,0,47.803003467931966
2022-07-11,2022-07-11,2022,Monday,7,2,0,0,78.9470487521765
2022-07-12,2022-07-12,2022,Tuesday,7,2,0,0,87.06912301923472
2022-07-13,2022-07-13,2022,Wednesday,7,2,0,0,84.59770331564282
2022-07-14,2022-07-14,2022,Thursday,7,2,0,0,82.8823814196451
2022-07-15,2022-07-15,2022,Friday,7,3,1,0,90.98366416481295
2022-07-16,2022-07-16,2022,Saturday,7,3,0,0,81.80448309092364
2022-07-17,2022-07-17,2022,Sunday,7,3,0,0,49.21957882583797
2022-07-18,2022-07-18,2022,Monday,7,3,0,0,81.28653446915162
2022-07-19,2022-07-19,2022,Tuesday,7,3,0,0,89.64929508282226
2022-07-20,2022-07-20,2022,Wednesday,7,3,0,1,81.21542525767063
2022-07-21,2022-07-21,2022,Thursday,7,3,0,0,85.3384852333395
2022-07-22,2022-07-22,2022,Friday,7,4,0,0,89.70860478841254
2022-07-23,2022-07-23,2022,Saturday,7,4,0,0,79.79777026870086
2022-07-24,2022-07-24,2022,Sunday,7,4,0,0,48.01219316429133
2022-07-25,2022-07-25,2022,Monday,7,4,0,0,79.2925272359294
2022-07-26,2022-07-26,2022,Tuesday,7,4,0,0,87.4501443376732
2022-07-27,2022-07-27,2022,Wednesday,7,4,0,0,84.96790950741843
2022-07-28,2022-07-28,2022,Thursday,7,4,0,0,83.2450812281278
2022-07-29,2022-07-29,2022,Friday,7,5,0,0,87.58119636450805
2022-07-30,2022-07-30,2022,Saturday,7,5,1,0,77.07446163571802
2022-07-31,2022-07-31,2022,Sunday,7,5,1,0,46.37365088807891
2022-08-01,2022-08-01,2022,Monday,8,1,0,0,83.04435956121786
2022-08-02,2022-08-02,2022,Tuesday,8,1,0,0,91.58796526247473
2022-08-03,2022-08-03,2022,Wednesday,8,1,0,0,88.9882801604257
2022-08-04,2022-08-04,2022,Thursday,8,1,0,0,87.18393394931377
2022-08-05,2022-08-05,2022,Friday,8,1,0,0,93.95328779996858
2022-08-06,2022-08-06,2022,Saturday,8,1,0,0,83.57350884604809
2022-08-07,2022-08-07,2022,Sunday,8,1,0,1,46.884216830620396
2022-08-08,2022-08-08,2022,Monday,8,2,0,0,82.20379587050397
2022-08-09,2022-08-09,2022,Tuesday,8,2,0,0,90.66092435912174
2022-08-10,2022-08-10,2022,Wednesday,8,2,0,0,88.08755291540686
2022-08-11,2022-08-11,2022,Thursday,8,2,0,0,86.30147005075882
2022-08-12,2022-08-12,2022,Friday,8,2,0,0,93.00230542422241
2022-08-13,2022-08-13,2022,Saturday,8,2,0,0,82.72758917838229
2022-08-14,2022-08-14,2022,Sunday,8,2,0,0,49.77498717412838
2022-08-15,2022-08-15,2022,Monday,8,3,1,1,78.07550363802869
2022-08-16,2022-08-16,2022,Tuesday,8,3,0,0,93.3475344475081
2022-08-17,2022-08-17,2022,Wednesday,8,3,0,0,90.69790472901032
2022-08-18,2022-08-18,2022,Thursday,8,3,0,0,88.85889378893421
2022-08-19,2022-08-19,2022,Friday,8,3,0,0,95.75829907597658
2022-08-20,2022-08-20,2022,Saturday,8,3,0,0,85.17910593982772
2022-08-21,2022-08-21,2022,Sunday,8,3,0,0,51.249999519707444
2022-08-22,2022-08-22,2022,Monday,8,4,0,0,82.56352613534546
2022-08-23,2022-08-23,2022,Tuesday,8,4,0,0,91.05766368222864
2022-08-24,2022-08-24,2022,Wednesday,8,4,0,0,88.47303096303152
2022-08-25,2022-08-25,2022,Thursday,8,4,0,0,86.67913205953607
2022-08-26,2022-08-26,2022,Friday,8,4,0,0,93.40929081470034
2022-08-27,2022-08-27,2022,Saturday,8,4,0,0,83.08961160386393
2022-08-28,2022-08-28,2022,Sunday,8,4,0,0,49.9928064260135
2022-08-29,2022-08-29,2022,Monday,8,5,0,0,80.60556077157831
2022-08-30,2022-08-30,2022,Tuesday,8,5,1,0,87.9500815935306
2022-08-31,2022-08-31,2022,Wednesday,8,5,1,0,85.45365625874508
2022-09-01,2022-09-01,2022,Thursday,9,1,0,0,87.00893650713262
2022-09-02,2022-09-02,2022,Friday,9,1,0,0,93.76470276709931
2022-09-03,2022-09-03,2022,Saturday,9,1,0,0,83.4057583257439
2022-09-04,2022-09-04,2022,Sunday,9,1,0,0,50.183023488821746
2022-09-05,2022-09-05,2022,Monday,9,1,0,0,82.87767116058623
2022-09-06,2022-09-06,2022,Tuesday,9,1,0,0,91.40412795519255
2022-09-07,2022-09-07,2022,Wednesday,9,1,0,0,88.80966099624322
2022-09-08,2022-09-08,2022,Thursday,9,2,0,0,86.12824390883988
2022-09-09,2022-09-09,2022,Friday,9,2,0,0,92.81562922335665
2022-09-10,2022-09-10,2022,Saturday,9,2,0,0,82.56153660598464
2022-09-11,2022-09-11,2022,Sunday,9,2,0,0,49.67507776369576
2022-09-12,2022-09-12,2022,Monday,9,2,0,0,82.03879466714828
2022-09-13,2022-09-13,2022,Tuesday,9,2,0,0,90.47894782801167
2022-09-14,2022-09-14,2022,Wednesday,9,2,0,0,87.91074171006314
2022-09-15,2022-09-15,2022,Thursday,9,3,1,0,87.73467540342816
2022-09-16,2022-09-16,2022,Friday,9,3,0,0,95.56609098617353
2022-09-17,2022-09-17,2022,Saturday,9,3,0,0,85.00813263096771
2022-09-18,2022-09-18,2022,Sunday,9,3,0,0,51.14712943319646
2022-09-19,2022-09-19,2022,Monday,9,3,0,0,84.46989996361266
2022-09-20,2022-09-20,2022,Tuesday,9,3,0,0,93.16016529562138
2022-09-21,2022-09-21,2022,Wednesday,9,3,0,0,90.5158539701172
2022-09-22,2022-09-22,2022,Thursday,9,4,0,0,86.50514786641949
2022-09-23,2022-09-23,2022,Friday,9,4,0,0,93.22179770412298
2022-09-24,2022-09-24,2022,Saturday,9,4,0,0,82.9228323723721
2022-09-25,2022-09-25,2022,Sunday,9,4,0,0,49.892459804156594
2022-09-26,2022-09-26,2022,Monday,9,4,0,0,82.39780287376905
2022-09-27,2022-09-27,2022,Tuesday,9,4,0,0,90.8748908075308
2022-09-28,2022-09-28,2022,Wednesday,9,4,0,0,88.29544601797114
2022-09-29,2022-09-29,2022,Thursday,9,5,0,0,84.4537083114718
2022-09-30,2022-09-30,2022,Friday,9,5,1,0,90.04035885420329
2022-10-01,2022-10-01,2022,Saturday,10,1,0,0,80.74621187220787
2022-10-02,2022-10-02,2022,Sunday,10,1,0,0,48.5828452178424
2022-10-03,2022-10-03,2022,Monday,10,1,0,0,80.23496374041484
2022-10-04,2022-10-04,2022,Tuesday,10,1,0,0,88.48953873231933
2022-10-05,2022-10-05,2022,Wednesday,10,1,0,0,85.97780113808047
2022-10-06,2022-10-06,2022,Thursday,10,1,0,0,84.23449607090122
2022-10-07,2022-10-07,2022,Friday,10,1,0,0,90.77484226205873
2022-10-08,2022-10-08,2022,Saturday,10,2,0,0,79.92890971922496
2022-10-09,2022-10-09,2022,Sunday,10,2,0,0,48.091096279112996
2022-10-10,2022-10-10,2022,Monday,10,2,0,0,79.42283637135228
2022-10-11,2022-10-11,2022,Tuesday,10,2,0,0,87.59385968007044
2022-10-12,2022-10-12,2022,Wednesday,10,2,0,0,85.1075455514766
2022-10-13,2022-10-13,2022,Thursday,10,2,0,0,83.38188598062065
2022-10-14,2022-10-14,2022,Friday,10,2,0,0,89.85603167890865
2022-10-15,2022-10-15,2022,Saturday,10,3,1,0,81.41971357256915
2022-10-16,2022-10-16,2022,Sunday,10,3,0,0,49.516208865801765
2022-10-17,2022-10-17,2022,Monday,10,3,0,1,76.2474532789951
2022-10-18,2022-10-18,2022,Tuesday,10,3,0,0,90.18958158298186
2022-10-19,2022-10-19,2022,Wednesday,10,3,0,0,87.6295890017582
2022-10-20,2022-10-20,2022,Thursday,10,3,0,0,85.85279191553988
2022-10-21,2022-10-21,2022,Friday,10,3,0,0,92.51878989494742
2022-10-22,2022-10-22,2022,Saturday,10,4,0,0,80.27868490365906
2022-10-23,2022-10-23,2022,Sunday,10,4,0,0,48.30154669223328
2022-10-24,2022-10-24,2022,Monday,10,4,0,0,79.77039693908246
2022-10-25,2022-10-25,2022,Tuesday,10,4,0,0,87.97717728733565
2022-10-26,2022-10-26,2022,Wednesday,10,4,0,0,85.47998285290574
2022-10-27,2022-10-27,2022,Thursday,10,4,0,0,83.74677166028006
2022-10-28,2022-10-28,2022,Friday,10,4,0,0,90.24924872845195
2022-10-29,2022-10-29,2022,Saturday,10,5,0,0,78.3749037566127
2022-10-30,2022-10-30,2022,Sunday,10,5,1,0,46.653129466407925
2022-10-31,2022-10-31,2022,Monday,10,5,1,0,77.04802249291484
2022-11-01,2022-11-01,2022,Tuesday,11,1,0,0,87.46875101165243
2022-11-02,2022-11-02,2022,Wednesday,11,1,0,0,84.98598803893908
2022-11-03,2022-11-03,2022,Thursday,11,1,0,0,83.26279319531228
2022-11-04,2022-11-04,2022,Friday,11,1,0,0,89.72769199261413
2022-11-05,2022-11-05,2022,Saturday,11,1,0,0,79.81474875520772
2022-11-06,2022-11-06,2022,Sunday,11,1,0,0,48.022408667444616
2022-11-07,2022-11-07,2022,Monday,11,1,0,1,73.94722748543572
2022-11-08,2022-11-08,2022,Tuesday,11,2,0,0,86.58340423360558
2022-11-09,2022-11-09,2022,Wednesday,11,2,0,0,84.12577144936667
2022-11-10,2022-11-10,2022,Thursday,11,2,0,0,82.42001854912085
2022-11-11,2022-11-11,2022,Friday,11,2,0,0,88.81948052179229
2022-11-12,2022-11-12,2022,Saturday,11,2,0,0,79.00687474496114
2022-11-13,2022-11-13,2022,Sunday,11,2,0,0,47.53633239110556
2022-11-14,2022-11-14,2022,Monday,11,2,0,1,73.19874372589277
2022-11-15,2022-11-15,2022,Tuesday,11,3,1,0,88.19832520676218
2022-11-16,2022-11-16,2022,Wednesday,11,3,0,0,86.61872139298163
2022-11-17,2022-11-17,2022,Thursday,11,3,0,0,84.86242088380187
2022-11-18,2022-11-18,2022,Friday,11,3,0,0,91.45152198951283
2022-11-19,2022-11-19,2022,Saturday,11,3,0,0,81.34813332181939
2022-11-20,2022-11-20,2022,Sunday,11,3,0,0,48.945005323458936
2022-11-21,2022-11-21,2022,Monday,11,3,0,0,80.83307409834214
2022-11-22,2022-11-22,2022,Tuesday,11,4,0,0,86.96230000850261
2022-11-23,2022-11-23,2022,Wednesday,11,4,0,0,84.49391243024239
2022-11-24,2022-11-24,2022,Thursday,11,4,0,0,82.78069502138038
2022-11-25,2022-11-25,2022,Friday,11,4,0,0,89.20816154208873
2022-11-26,2022-11-26,2022,Saturday,11,4,0,0,79.35261503195562
2022-11-27,2022-11-27,2022,Sunday,11,4,0,0,47.74435511389544
2022-11-28,2022-11-28,2022,Monday,11,4,0,0,78.85019051881333
2022-11-29,2022-11-29,2022,Tuesday,11,5,0,0,84.900019249187
2022-11-30,2022-11-30,2022,Wednesday,11,5,1,0,81.61033560371014
2022-12-01,2022-12-01,2022,Thursday,12,1,0,0,83.80137044817127
2022-12-02,2022-12-02,2022,Friday,12,1,0,0,90.30808681248764
2022-12-03,2022-12-03,2022,Saturday,12,1,0,0,80.33102266907193
2022-12-04,2022-12-04,2022,Sunday,12,1,0,0,48.333036931801715
2022-12-05,2022-12-05,2022,Monday,12,1,0,0,79.82240332567062
2022-12-06,2022-12-06,2022,Tuesday,12,1,0,0,88.0345340922219
2022-12-07,2022-12-07,2022,Wednesday,12,1,0,0,85.53571160949187
2022-12-08,2022-12-08,2022,Thursday,12,2,0,1,77.34461711727661
2022-12-09,2022-12-09,2022,Friday,12,2,0,0,89.39400066439163
2022-12-10,2022-12-10,2022,Saturday,12,2,0,0,79.5179230046238
2022-12-11,2022-12-11,2022,Sunday,12,2,0,0,47.84381651850131
2022-12-12,2022-12-12,2022,Monday,12,2,0,0,79.01445183690494
2022-12-13,2022-12-13,2022,Tuesday,12,2,0,0,87.14346053493489
2022-12-14,2022-12-14,2022,Wednesday,12,2,0,0,84.66993079285119
2022-12-15,2022-12-15,2022,Thursday,12,3,1,0,84.50035513340671
2022-12-16,2022-12-16,2022,Friday,12,3,0,0,92.04306723550702
2022-12-17,2022-12-17,2022,Saturday,12,3,0,0,81.87432578412245
2022-12-18,2022-12-18,2022,Sunday,12,3,0,0,49.261601314256914
2022-12-19,2022-12-19,2022,Monday,12,3,0,0,81.35593495031848
2022-12-20,2022-12-20,2022,Tuesday,12,3,0,0,89.7258354871543
2022-12-21,2022-12-21,2022,Wednesday,12,3,0,0,87.17900613991014
2022-12-22,2022-12-22,2022,Thursday,12,4,0,0,83.31615386924526
2022-12-23,2022-12-23,2022,Friday,12,4,0,0,89.7851958299397
2022-12-24,2022-12-24,2022,Saturday,12,4,0,0,79.86589967892677
2022-12-25,2022-12-25,2022,Sunday,12,4,0,1,44.80427122926096
2022-12-26,2022-12-26,2022,Monday,12,4,0,0,79.36022528184866
2022-12-27,2022-12-27,2022,Tuesday,12,4,0,0,87.52480716017855
2022-12-28,2022-12-28,2022,Wednesday,12,4,0,0,85.04045305773789
2022-12-29,2022-12-29,2022,Thursday,12,5,0,0,81.34034020001243
